"name_eng","name_ukr","code","value"
"agrogroup_name","Агровиробнича група ґрунтів","160є","Солонці лучно-степові неглибокі та середньоглибокі солончакуваті середньо- і важкоглинисті"
"agrogroup_name","Агровиробнича група ґрунтів","161г","Солонці лучно-степові коркові та неглибокі содово-засолені легкосуглинкові"
"agrogroup_name","Агровиробнича група ґрунтів","161д","Солонці лучно-степові коркові та неглибокі содово-засолені середньосуглинкові"
"agrogroup_name","Агровиробнича група ґрунтів","162д","Солонці лучні глибокі солончакові середньосуглинкові"
"agrogroup_name","Агровиробнича група ґрунтів","162е","Солонці лучні глибокі солончакові важкосуглинкові і легкоглинисті"
"agrogroup_name","Агровиробнича група ґрунтів","162є","Солонці лучні глибокі солончакові середньо- і важкоглинисті"
"agrogroup_name","Агровиробнича група ґрунтів","163д","Солонці лучні неглибокі і середньоглибокі солончакові середньосуглинкові"
"agrogroup_name","Агровиробнича група ґрунтів","163е","Солонці лучні неглибокі і середньоглибокі солончакові важкосуглинкові"
"agrogroup_name","Агровиробнича група ґрунтів","163є","Солонці лучні неглибокі і середньоглибокі солончакові середньо- і важкоглинисті"
"agrogroup_name","Агровиробнича група ґрунтів","164б","Солончаки та їх комплекси з сильнозасоленими ґрунтами глинисто-піщані"
"agrogroup_name","Агровиробнича група ґрунтів","164в","Солончаки та їх комплекси з сильнозасоленими ґрунтами супіщані"
"agrogroup_name","Агровиробнича група ґрунтів","164г","Солончаки та їх комплекси з сильнозасоленими ґрунтами легкосуглинкові"
"agrogroup_name","Агровиробнича група ґрунтів","164д","Солончаки та їх комплекси з сильнозасоленими ґрунтами середньосуглинкові"
"agrogroup_name","Агровиробнича група ґрунтів","164е","Солончаки та їх комплекси з сильнозасоленими ґрунтами важкосуглинкові і легкоглинисті"
"agrogroup_name","Агровиробнича група ґрунтів","164є","Солончаки та їх комплекси з сильнозасоленими ґрунтами середньо- і важкоглинисті"
"agrogroup_name","Агровиробнича група ґрунтів","165в","Лучно-чорноземні, лучні і дернові глейові середньо- і сильноосолоділі супіщані ґрунти та солоди"
"agrogroup_name","Агровиробнича група ґрунтів","165г","Лучно-чорноземні, лучні і дернові глейові середньо- і сильноосолоділі легкосуглинкові ґрунти та солоди"
"agrogroup_name","Агровиробнича група ґрунтів","165д","Лучно-чорноземні, лучні і дернові глейові середньо- і сильноосолоділі середньосуглинкові ґрунти та солоди"
"agrogroup_name","Агровиробнича група ґрунтів","166г","Лучно-чорноземні глеюваті і глейові подові легкосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","166д","Лучно-чорноземні глеюваті і глейові подові середньосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","166е","Лучно-чорноземні глеюваті і глейові подові важкосуглинкові і легкоглинисті ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","167г","Лучно-каштанові глеюваті і глейові подові легкосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","167д","Лучно-каштанові глеюваті і глейові подові середньосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","167е","Лучно-каштанові глеюваті і глейові подові важкосуглинкові і легкоглинисті ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","168г","Лучно-каштанові глейові солончакові легкосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","168д","Лучно-каштанові глейові солончакові середньосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","168е","Лучно-каштанові глейові солончакові важкосуглинкові і легкоглинисті ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","169г","Лучно-каштанові глейові солончакові легкосуглинкові ґрунти подів в комплексі із солонцями солончаковими (10 - 30 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","169д","Лучно-каштанові глейові солончакові середньосуглинкові ґрунти подів в комплексі із солонцями солончаковими (10 - 30 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","169е","Лучно-каштанові глейові солончакові важкосуглинкові і легкоглинисті ґрунти подів в комплексі із солонцями солончаковими (10 - 30 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів",170,"Лучно-каштанові глейові солончакові ґрунти подів в комплексі із солонцями солончаковими (30 - 50 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","171г","Дернові осолоділі ґрунти легкосуглинкові та глеєсолоді подів"
"agrogroup_name","Агровиробнича група ґрунтів","171д","Дернові осолоділі ґрунти середньосуглинкові та глеєсолоді подів"
"agrogroup_name","Агровиробнича група ґрунтів","171е","Дернові осолоділі ґрунти важкосуглинкові і легкоглинисті та глеєсолоді подів"
"agrogroup_name","Агровиробнича група ґрунтів","172г","Дернові глейові солончакові легкосуглинкові ґрунти подів"
"agrogroup_name","Агровиробнича група ґрунтів","172д","Дернові глейові солончакові середньосуглинкові ґрунти подів"
"agrogroup_name","Агровиробнича група ґрунтів","172е","Дернові глейові солончакові важкосуглинкові і легкоглинисті ґрунти подів"
"agrogroup_name","Агровиробнича група ґрунтів","173г","Чорноземно-лучні солонцюваті оглеєні та каштаново-солонцюваті оглеєні солончакуваті і солончакові легкосуглинкові ґрунти подів в комплексі із солонцями солончаковими (10 - 30 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","173д","Чорноземно-лучні солонцюваті оглеєні та каштаново-солонцюваті оглеєні солончакуваті і солончакові середньосуглинкові ґрунти подів в комплексі із солонцями солончаковими (10 - 30 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","173е","Чорноземно-лучні солонцюваті оглеєні та каштаново-солонцюваті оглеєні солончакуваті і солончакові важкосуглинкові і легкоглинисті ґрунти подів в комплексі із солонцями солончаковими (10 - 30 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","173є","Чорноземно-лучні солонцюваті оглеєні та каштаново-солонцюваті оглеєні солончакуваті і солончакові середньо- і важкоглинисті ґрунти подів в комплексі із солонцями солончаковими (10 - 30 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","174г","Чорноземно-лучні солонцюваті оглеєні та каштаново-лучні солонцюваті оглеєні солончакуваті і солончакові легкосуглинкові ґрунти подів в комплексі із солонцями солончаковими (30 - 50 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","174д","Чорноземно-лучні солонцюваті оглеєні та каштаново-лучні солонцюваті оглеєні солончакуваті і солончакові середньосуглинкові ґрунти подів в комплексі із солонцями солончаковими (30 - 50 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","174е","Чорноземно-лучні солонцюваті оглеєні та каштаново-лучні солонцюваті оглеєні солончакуваті і солончакові важкосуглинкові і легкоглинисті ґрунти подів в комплексі із солонцями солончаковими (30 - 50 відсотків)"
"agrogroup_name","Агровиробнича група ґрунтів","175б","Дернові неглибокі глеюваті глинисто-піщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","175в","Дернові неглибокі глеюваті супіщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","175г","Дернові неглибокі глеюваті легкосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","175д","Дернові неглибокі глеюваті середньосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","175е","Дернові неглибокі глеюваті важкосуглинкові і легкоглинисті ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","176б","Дернові глибокі неоглеєні і глеюваті глинисто-піщані ґрунти та їх опідзолені відміни"
"agrogroup_name","Агровиробнича група ґрунтів","176в","Дернові глибокі неоглеєні і глеюваті супіщані ґрунти та їх опідзолені відміни"
"agrogroup_name","Агровиробнича група ґрунтів","176г","Дернові глибокі неоглеєні і глеюваті легкосуглинкові ґрунти та їх опідзолені відміни"
"agrogroup_name","Агровиробнича група ґрунтів","176д","Дернові глибокі неоглеєні і глеюваті середньосуглинкові ґрунти та їх опідзолені відміни"
"agrogroup_name","Агровиробнича група ґрунтів","176е","Дернові глибокі неоглеєні і глеюваті важкосуглинкові і легкоглинисті ґрунти та їх опідзолені відміни"
"agrogroup_name","Агровиробнича група ґрунтів","177б","Дернові неглибокі глейові глинисто-піщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","177в","Дернові неглибокі глейові супіщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","177г","Дернові неглибокі глейові легкосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","177д","Дернові неглибокі глейові середньосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","177е","Дернові неглибокі глейові важкосуглинкові і легкоглинисті ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","178б","Дернові глибокі глейові глинисто-піщані ґрунти та їх опідзолені відміни"
"agrogroup_name","Агровиробнича група ґрунтів","178в","Дернові глибокі глейові супіщані ґрунти та їх опідзолені відміни"
"agrogroup_name","Агровиробнича група ґрунтів","178г","Дернові глибокі глейові легкосуглинкові ґрунти та їх опідзолені відміни"
"agrogroup_name","Агровиробнича група ґрунтів","178д","Дернові глибокі глейові середньосуглинкові ґрунти та їх опідзолені відміни"
"agrogroup_name","Агровиробнича група ґрунтів","178е","Дернові глибокі глейові важкосуглинкові і легкоглинисті ґрунти та їх опідзолені відміни"
"agrogroup_name","Агровиробнича група ґрунтів","179б","Дернові глейові осушені глинисто-піщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","179в","Дернові глейові осушені супіщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","179г","Дернові глейові осушені легкосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","179д","Дернові глейові осушені середньосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","179е","Дернові глейові осушені важкосуглинкові і легкоглинисті ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","180б","Дернові опідзолені поверхнево-оглеєні глинисто-піщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","180в","Дернові опідзолені поверхнево-оглеєні супіщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","180г","Дернові опідзолені поверхнево-оглеєні легкосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","180д","Дернові опідзолені поверхнево-оглеєні середньосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","180е","Дернові опідзолені поверхнево-оглеєні важкосуглинкові і легкоглинисті ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","181б","Дернові глейові карбонатні глинисто-піщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","181в","Дернові глейові карбонатні супіщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","181г","Дернові глейові карбонатні легкосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","181д","Дернові глейові карбонатні середньосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","182г","Буроземно-підзолисті, дерново-буроземно-підзолисті неоглеєні і глеюваті незмиті і слабозмиті легкосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","182д","Буроземно-підзолисті, дерново-буроземно-підзолисті неоглеєні і глеюваті незмиті і слабозмиті середньосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","182е","Буроземно-підзолисті, дерново-буроземно-підзолисті неоглеєні і глеюваті незмиті і слабозмиті важкосуглинкові і легкоглинисті ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","183г","Буроземно-підзолисті, дерново-буроземно-підзолисті, бурі гірсько-лісові опідзолені глейові та поверхнево-оглеєні незмиті і слабозмиті легкосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","183д","Буроземно-підзолисті, дерново-буроземно-підзолисті, бурі гірсько-лісові опідзолені глейові та поверхнево-оглеєні незмиті і слабозмиті середньосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","183е","Буроземно-підзолисті, дерново-буроземно-підзолисті, бурі гірсько-лісові опідзолені глейові та поверхнево-оглеєні незмиті і слабозмиті важкосуглинкові і легкоглинисті ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","184г","Буроземно-підзолисті, дерново-буроземно-підзолисті середньо- та сильнозмиті легкосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","184д","Буроземно-підзолисті, дерново-буроземно-підзолисті середньо- та сильнозмиті середньосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","184е","Буроземно-підзолисті, дерново-буроземно-підзолисті середньо- та сильнозмиті важкосуглинкові і легкоглинисті ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","185в","Дерново-буроземні та лучно-буроземні ґрунти на алювіальних і делювіальних відкладах супіщані"
"agrogroup_name","Агровиробнича група ґрунтів","185г","Дерново-буроземні та лучно-буроземні ґрунти на алювіальних і делювіальних відкладах легкосуглинкові"
"agrogroup_name","Агровиробнича група ґрунтів","185д","Дерново-буроземні та лучно-буроземні ґрунти на алювіальних і делювіальних відкладах середньосуглинкові"
"agrogroup_name","Агровиробнича група ґрунтів","185е","Дерново-буроземні та лучно-буроземні ґрунти на алювіальних і делювіальних відкладах важкосуглинкові і легкоглинисті"
"agrogroup_name","Агровиробнича група ґрунтів","186г","Дерново-буроземні та лучно-буроземні глейові ґрунти на алювіальних і делювіальних відкладах легкосуглинкові"
"agrogroup_name","Агровиробнича група ґрунтів","186д","Дерново-буроземні та лучно-буроземні глейові ґрунти на алювіальних і делювіальних відкладах середньосуглинкові"
"agrogroup_name","Агровиробнича група ґрунтів","187б","Дерново-буроземні та лучно-буроземні неглибокі ґрунти, підстелені ріняками глинисто-піщані"
"agrogroup_name","Агровиробнича група ґрунтів","187в","Дерново-буроземні та лучно-буроземні неглибокі ґрунти, підстелені ріняками супіщані"
"agrogroup_name","Агровиробнича група ґрунтів","187г","Дерново-буроземні та лучно-буроземні легкосуглинкові неглибокі ґрунти, підстелені ріняками"
"agrogroup_name","Агровиробнича група ґрунтів","188б","Дерново-буроземні і дернові слаборозвинені ріняково-щебенюваті глинисто-піщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","188в","Дерново-буроземні і дернові слаборозвинені ріняково-щебенюваті супіщані ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","188г","Дерново-буроземні середньощебенюваті і дернові слаборозвинені ріняково-щебенюваті легкосуглинкові ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","188з","Дерново-буроземні сильнощебенюваті і дернові слаборозвинені ріняково-щебенюваті ґрунти"
"agrogroup_name","Агровиробнича група ґрунтів","189в","Бурі гірсько-лісові, гірсько-лучні та дерново-буроземні супіщані щебенюваті ґрунти полонинського поясу вище 1100 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","189г","Бурі гірсько-лісові, гірсько-лучні та дерново-буроземні легкосуглинкові щебенюваті ґрунти полонинського поясу вище 1100 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","189д","Бурі гірсько-лісові, гірсько-лучні та дерново-буроземні середньосуглинкові щебенюваті ґрунти полонинського поясу вище 1100 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","189е","Бурі гірсько-лісові, гірсько-лучні та дерново-буроземні важкосуглинкові і легкоглинисті щебенюваті ґрунти полонинського поясу вище 1100 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","189ж","Бурі гірсько-лісові, гірсько-лучні та дерново-буроземні середньощебенюваті ґрунти полонинського поясу вище 1100 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","189з","Бурі гірсько-лісові, гірсько-лучні та дерново-буроземні сильнощебенюваті ґрунти полонинського поясу вище 1100 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","190в","Бурі і гірсько-лісові та дерново-буроземні глибокі і середньоглибокі супіщані щебенюваті ґрунти помірно холодного поясу від 800 метрів до 1100 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","190г","Бурі і гірсько-лісові та дерново-буроземні глибокі і середньоглибокі легкосуглинкові щебенюваті ґрунти помірно холодного поясу від 800 метрів до 1100 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","190д","Бурі і гірсько-лісові та дерново-буроземні глибокі і середньоглибокі середньосуглинкові щебенюваті ґрунти помірно холодного поясу від 800 метрів до 1100 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","190е","Бурі і гірсько-лісові та дерново-буроземні глибокі і середньоглибокі важкосуглинкові і легкоглинисті щебенюваті ґрунти помірно холодного поясу від 800 метрів до 1100 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","190ж","Бурі і гірсько-лісові та дерново-буроземні глибокі і середньоглибокі середньощебенюваті ґрунти помірно холодного поясу від 800 метрів до 1100 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","190з","Бурі і гірсько-лісові та дерново-буроземні глибокі і середньоглибокі сильнощебенюваті ґрунти помірно холодного поясу від 800 метрів до 1100 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","191в","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі супіщані щебенюваті ґрунти прохолодного поясу від 500 метрів до 800 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","191г","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі легкосуглинкові щебенюваті ґрунти прохолодного поясу від 500 метрів до 800 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","191д","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі середньосуглинкові щебенюваті ґрунти прохолодного поясу від 500 метрів до 800 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","191е","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі важкосуглинкові і легкоглинисті щебенюваті ґрунти прохолодного поясу від 500 метрів до 800 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","191ж","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі середньощебенюваті ґрунти прохолодного поясу від 500 метрів до 800 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","191з","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі сильнощебенюваті ґрунти прохолодного поясу від 500 метрів до 800 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","192в","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі супіщані щебенюваті ґрунти помірного поясу від 250 метрів до 500 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","192г","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі легкосуглинкові щебенюваті ґрунти помірного поясу від 250 метрів до 500 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","192д","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі середньосуглинкові щебенюваті ґрунти помірного поясу від 250 метрів до 500 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","192е","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі важкосуглинкові щебенюваті і легкоглинисті ґрунти помірного поясу від 250 метрів до 500 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","192ж","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі середньощебенюваті ґрунти помірного поясу від 250 метрів до 500 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","192з","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі сильнощебенюваті ґрунти помірного поясу від 250 метрів до 500 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","193г","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі легкосуглинкові щебенюваті ґрунти теплого поясу до 250 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","193д","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі середньосуглинкові щебенюваті ґрунти теплого поясу до 250 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","193е","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі важкосуглинкові щебенюваті і легкоглинисті ґрунти теплого поясу до 250 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","193ж","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі середньощебенюваті ґрунти теплого поясу до 250 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","193з","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі сильнощебенюваті ґрунти теплого поясу до 250 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","194в","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі супіщані щебенюваті слабозмиті ґрунти помірно холодного поясу від 800 метрів до 1100 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","194г","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі легкосуглинкові ґрунти щебенюваті слабозмиті помірно холодного поясу від 800 метрів до 1100 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","194д","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі середньосуглинкові щебенюваті слабозмиті ґрунти помірно холодного поясу від 800 метрів до 1100 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","194е","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі важкосуглинкові і легкоглинисті щебенюваті слабозмиті ґрунти помірно холодного поясу від 800 метрів до 1100 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","194ж","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі середньощебенюваті слабозмиті ґрунти помірно холодного поясу від 800 метрів до 1100 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","194з","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі сильнощебенюваті слабозмиті ґрунти помірно-холодного поясу від 800 метрів до 1100 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","195в","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі супіщані щебенюваті слабозмиті ґрунти прохолодного поясу від 500 метрів до 800 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","195г","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі легкосуглинкові щебенюваті слабозмиті ґрунти прохолодного поясу від 500 метрів до 800 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","195д","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі середньосуглинкові щебенюваті слабозмиті ґрунти прохолодного поясу від 500 метрів до 800 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","195е","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі важкосуглинкові і легкоглинисті щебенюваті слабозмиті ґрунти прохолодного поясу від 500 метрів до 800 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","195ж","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі середньощебенюваті слабозмиті ґрунти прохолодного поясу від 500 метрів до 800 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","195з","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі сильнощебенюваті слабозмиті ґрунти прохолодного поясу від 500 метрів до 800 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","196в","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі супіщані щебенюваті слабозмиті ґрунти помірного поясу від 250 метрів до 500 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","196г","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі легкосуглинкові щебенюваті слабозмиті ґрунти помірного поясу від 250 метрів до 500 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","196д","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі середньосуглинкові щебенюваті слабозмиті ґрунти помірного поясу від 250 метрів до 500 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","196е","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі важкосуглинкові і легкоглинисті щебенюваті слабозмиті ґрунти помірного поясу від 250 метрів до 500 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","196ж","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі середньощебенюваті слабозмиті ґрунти помірного поясу від 250 метрів до 500 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","196з","Бурі гірсько-лісові та дерново-буроземні глибокі і середньоглибокі сильнощебенюваті слабозмиті ґрунти помірного поясу від 250 метрів до 500 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","197в","Бурі гірсько-лісові та дерново-буроземні глибокі та середньоглибокі супіщані щебенюваті слабозмиті ґрунти теплого поясу до 250 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","197г","Бурі гірсько-лісові та дерново-буроземні глибокі та середньоглибокі легкосуглинкові щебенюваті слабозмиті ґрунти теплого поясу до 250 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","197д","Бурі гірсько-лісові та дерново-буроземні глибокі та середньоглибокі середньосуглинкові щебенюваті слабозмиті ґрунти теплого поясу до 250 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","197е","Бурі гірсько-лісові та дерново-буроземні глибокі та середньоглибокі важкосуглинкові і легкоглинисті щебенюваті слабозмиті ґрунти теплого поясу до 250 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","197ж","Бурі гірсько-лісові та дерново-буроземні глибокі та середньоглибокі середньощебенюваті слабозмиті ґрунти теплого поясу до 250 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","197з","Бурі гірсько-лісові та дерново-буроземні глибокі та середньоглибокі сильнощебенюваті слабозмиті ґрунти теплого поясу до 250 метрів над рівнем моря"
"agrogroup_name","Агровиробнича група ґрунтів","198в","Бурі гірсько-лісові та дерново-буроземні супіщані неглибокі щебенюваті і кам'янисті ґрунти"
